url,label
nobell.it/70ffb52d079109dca5664cce6f317373782/login.SkyPe.com/en/cgi-bin/verification/login/70ffb52d079109dca5664cce6f317373/index.php?cmd=_profile-ach&outdated_page_tmpl=p/gen/failed-to-load&nav=0.5.1&login_access=1322408526,1
serviciosbys.com/paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf654321874/href/href/href/secure/center/update/limit/seccure/4d7a1ff5c55825a2e632a679c2fd5353/,1
mail.printakid.com/www.online.americanexpress.com/index.html,1
thewhiskeydregs.com/wp-content/themes/widescreen/includes/temp/promocoessmiles/?84784787824HDJNDJDSJSHD//2724782784/,1
smilesvoegol.servebbs.org/voegol.php,1
myxxxcollection.com/v1/js/jih321/bpd.com.do/do/l.popular.php,1
super1000.info/docs,1
horizonsgallery.com/js/bin/ssl1/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&amp;dispatch=1471c4bdb044ae2be9e2fc3ec514b88b1471c4bdb044ae2be9e2fc3ec514b88b,1
phlebolog.com.ua/libraries/joomla/results.php,1
docs.google.com/spreadsheet/viewform?formkey=dE5rVEdSV2pBdkpSRy11V3o2eDdwbnc6MQ,1
www.coincoele.com.br/Scripts/smiles/?pt-br/Paginas/default.aspx,1
www.henkdeinumboomkwekerij.nl/language/pdf_fonts/smiles.php,1
www.regaranch.info/grafika/file/2012/atualizacao/www.itau.com.br/,1
optimistic-pessimism.com/aoluserupdatealert.info.htm,1
mercadolivre.com.br.premiosfidelidade2012.com.br/confirmar/,1
mercadolivre.com.br.premiosfidelidade2012.com.br/,1
www.revitolcream.org/wp-content/plugins/all-in-one-seo-pack/rex/secure-code17/security/,1
jameshowardmusic.com/wp-content/themes/widescreen/includes/cache/bbnew/bb.php,1
xini.eu/00Qe,1
myxxxcollection.com/v1/js/555klisdr/bpd.com.do/do/l.popular.php,1
ebayisapidlld.altervista.org/,1
horizonsgallery.com/js/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=7adb89899b4614aec6715340ae31adce7adb89899b4614aec6715340ae31adce,1
www.revitolcream.org/wp-content/plugins/all-in-one-seo-pack/rex/secure-code5/security/login.php,1
sontemeda.altervista.org/paypinoko/paypinoko/procesing.php,1
promusic.co/components/interbank.com/,1
uvb.lg.ua/templates/a216/.PayPaI/e9d83d4fd35ff9d702196ab514573999/,1
docs.google.com/a/unmsm.edu.pe/spreadsheet/viewform?formkey=dEZoOXQwTzFkaUJCRTdhVlA3cTAyV1E6MQ,1
phamxuanlinh.tk/secure-code8/security/login.php,1
stthomasedu.ucoz.ua/microsoft.htm,1
paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/3a3e3c4dba5e5cc4407a5694adf1aa8e/,1
tinyurl.com/bswqloj,1
users11.jabry.com/blopp/Aolupdate.htm,1
tad.ly/BUpQLx,1
westerncentermuseum.org/plugins/tmp/sp.php,1
cardpromocion2012.com.br/vaidevisa/asp/conta/participe/autentica/autentica.php,1
portalsalinas.com.br/modules/mod_acepolls/spam.php,1
trigononline.com/Support.php,1
docs.google.com/spreadsheet/viewform?formkey=dG9xR28xLUp1R2JPbmpRYjFGc2lmanc6MQ,1
nextgensmartphones.com//indexer/Trulia/index.htm,1
users11.jabry.com/reaseo/Aolupdate.htm,1
tinyurl.com/c5br4qc,1
www.allandmedia.com/opencart/system/Cielo/index.html,1
www.russel.sk/menuonlineprivado/,1
www.bpoaccess.com/components/com_newsfeeds/cadastro.php,1
apajufe.com.br/www.cielo.com.br/index.php,1
distritabas.com.ar/survey/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5bd76c88f5c3439f2e55b7639f529ccb3bd76c88f5c3439f2e55b7639f529ccb3,1
www.pichincha.initi.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp,1
www.dd.gostynin.edu.pl/images/smilies/Gbplugin.php,1
account.craigjsilist.org/blog/login/index.php,1
optimalit.co.uk/wp-content/uploads/2012/07/24/review.php,1
gplayr.com/pub/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm,1
www.meor.org/wp-includes/images/crystal/login.html,1
raboardiendo.es/cmd/paypal/2/897962b2c7faf34e7f2d8353af8bdf4e/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16bef586b4cee084cb52c28011ecf68066bef586b4cee084cb52c28011ecf6806,1
www.mbine.com/es/TLBS/tlbs/esp/segmento/particulares=JSP91/index.html,1
shopgreenmall.net/tomatodesign.net/images/Design/hsbc/hsbc.MyHSBC_pib.htm,1
click2.cardmemberservices.com/963227831.16589.723931113775.130,1
www.wallhome.com/M5.php,1
docs.google.com/a/airtelmail.in/spreadsheet/viewform?formkey=dGt3aG9PNXdhekNLNzZoZ1h2TUFmTUE6MQ,1
www.sisimtel.com.mx/ecommerce/images/.../freebank/myposte/index.html?MfcISAPICommand=SignInFPP&UsingSSL=1&email=&userid=,1
leuie.5gbfree.com/index.html,1
ntcrulz.5gbfree.com/fb/,1
rsaxena.5gbfree.com/facebook.html,1
steamcommunity-giveaway.my3gb.com,1
steamglfts.h16.ru,1
steamglfts.hut2.ru/,1
vinzajah.5gbfree.com/login.php,1
vk-krasota.hut2.ru,1
bellicapelliweb.it/libraries/domit/webscr/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a1904f6e09d7fc404feaee06547b2c8274904f6e09d7fc404feaee06547b2c8274,1
vk-psich.hut2.ru,1
uvb.lg.ua/templates/a216/.PayPaI/fd60358464c1f6411c44e5bf6e28ff0c/,1
vklife.hut2.ru,1
docs.google.com/spreadsheet/viewform?formkey=dGxqZEI0eTB5N0lzMC1EbUdKdmRUamc6MQ,1
sysgo.com.ve/shop/modules/sendtoafriend/smg/index.html,1
wlservices.fr/css/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e58f68c371b0c6dfb0c971e2b6492d5d658f68c371b0c6dfb0c971e2b6492d5d6,1
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv,1
tinyurl.com/bsebhuz,1
www.boat-importers-australia.com.au/wp-includes/css/service.htm,1
www.scarboroughmechanical.com/irs/,1
paypal.co.uk.online.aacounts.updates.internet.service.electro-obras.com.pe/webscr.php?cmd=_login-,1
www.udc.an/wp-includes/js/tinymce/themes/advanced/img/link.htm,1
paypal.com.us.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db1f8e263663d3faee8d7283e7f0184a5674430.f290db9.e9c846.588412.bandarepudio.com.br/rex/secure-code165/security/,1
home.comcast.net/~cfallows1/ISAPIdllCustomerSupport&ambaybuyerprotectionpoliciesindex4.html.draft,1
paypal-online.de/index.html?paypal-scure=connection&amp;sessionnr=uadhjahu4hbaBa6dtGGdazgh46D&amp;A6asgdad6Gd6AGSdAGdg7agd7ga7sd64g3&amp;secure=8a8sduuh4aDASdhuehDAdh7h3JAHDAShd3hHJjadsjha-paypal-deJahsdajsdhj3hjasbBJABdj,1
paypal.com.us.cgi.bin.webscr.cmd.login.submit.bx3digitallp.com/Review/56a56d0c72ca057b293ee8964b9d13be/,1
www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.97c8e6d0d14f43b296fdbdb6189c802954b1267956048.suenacristo.com/64208031cb708813b3d774f3c7f098a3/,1
paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.interhottap.com.mx/54855458214/ec3c38df1b6f9e413ed3d6dcb693d36d/,1
www.koumuzik.org/ulk/templates/ja_larix/ja_menus/ja_moomenu/img/security/c0773f49e8c56ca3846febc55a576a83/,1
tom-burns.com/absa_better_returng/index.php,1
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code203/security/,1
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/,1
jennys.com.bd/Information/login.php,1
www.paypai.com-service.confirm.cgi-bin.w2bscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f.agled.com.ar/paypai-login/service/Restart.php,1
www.danatranslation.com/modules/pp/,1
www.remisereduc.com/test/ssi/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0e0ec384b985d8255691b6e0e8c08646a70ec384b985d8255691b6e0e8c08646a7,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16e133dc34bbf944d0054e13621ea39f76e133dc34bbf944d0054e13621ea39f7,1
www.danatranslation.com/modules/pp/secure-code4/security/login.php,1
eu.battle.net.login.zh-gvk.in/login.html?app=wam&amp;ref=www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,1
eu.battle.net.login.zh-gvk.in/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam/,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/,1
hjftgggtjtttttuyrjtjt6ju6u6u6yu6.4ove.com/,1
cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,1
paypal.com.tn.cgi.bin.webscr.cmd.login-submit.dispatch.455637489933857729095340593759035457667878187.espinakeitor.cl/paypal.html,1
informationconcernant.x11s.org/verifier/etap1.html?u=xwww.visaeurope.fr/espace-client/mes-donnees-personnelles?rpsnv=,1
eurovis.altervista.org/login,1
www.fill-1.ru/media/system/images/sec-fr/Processing.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43651fd874a08cbf0626afe4dc136c3524ab1fd874a08cbf0626afe4dc136c3524ab,1
ecatreviews.com//wp-includes/images/boomzz.html,1
randexpr.com/css/123659854/125689545/security/login.php,1
randexpr.com/css/123659854/12568954120/security/login.php,1
www.emotionalvirtue.com/paypal.com.login-submit.dispatch.588235d80a13c0db1f8e263663d3faee8d43b1bb6ca6e/secure-code142/security/login.php,1
www.paypal.com.cgi-bin.webscr.cmd.login-submit.dispatch.5885d80a13c0d36.63d3fae3e7f0184a.5674f290db9e9c846.mathieu-robert.com/,1
www.halimshop.com/include/custom/verified/us/Full/info/a7a/paypal/@/sp3ki5/Adeek.com/password.htm,1
agendasanjuan.com/webmaster/webmaster/online/PayPal.com-cgi-/,1
